"Ctrl_0"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"TollLPS_0"	"TollLPS_1"	"TollLPS_2"	"TollLPS_3"	"TollMRP8_0"	"TollMRP8_1"	"TollMRP8_2"	"TollMRP8_3"	"ActLPS_0"	"ActLPS_1"	"ActLPS_2"	"ActLPS_3"
"ITPK1"	35380.5311722681	4263.58301192522	40919.6396591142	55115.2194617316	297527.379356325	126171.43499665	152995.261363685	202392.857382074	269914.932036772	128506.603883579	213118.323450908	181773.847481236	363776.333583519	340274.875098839	345510.185300373	353051.615389995
"ITPK1-AS1"	11577.5898564607	66234.7504170612	57879.1060252115	17095.2855143696	163776.496890932	238184.444885701	238740.604370832	256737.026153132	117869.541281834	187086.913408712	128545.824345201	114885.996747762	346327.304490842	345506.283710711	380126.477358863	315799.7606555
"ITPKA"	41519.2649466917	9933.59619751573	54596.8008693308	88385.2675789967	279872.698895633	185354.82911393	149582.985509187	153392.274305224	109289.0588101	230630.067270249	228714.91597034	206912.662647665	383758.24810937	396719.446289353	350982.465827838	312945.4664886
"ITPKB"	93069.0424283966	96319.6319062263	3758.35055019706	83090.4704052955	204923.4862905	193045.748118311	293180.395802483	223630.037624389	181968.62405166	208964.613825083	168080.090591684	215704.732062295	309872.371633537	309101.620572619	337246.825359762	384349.052677862
"ITPKB-IT1"	9339.83568102121	94533.2671049982	96283.9194573462	89392.4890086055	161532.522272319	115107.919089496	273510.656412691	123720.468347892	110285.902395844	189786.883210763	231128.560332581	252469.868957996	363748.304545879	343716.341489926	317983.774328604	359985.926025547
"ITPKC"	25213.0415290594	13776.4472747222	19086.2864255905	32002.9846858233	134637.113800272	273642.091499642	167307.48033151	160070.54047659	120566.151011735	253323.727706447	177523.738238961	224878.396466374	347589.33102712	399569.662520662	313943.05950962	346206.648903899
"ITPR1"	60792.0087873936	74718.8095469028	86298.2736900449	54829.5843647793	143061.370728537	188101.601274684	292206.631787121	138509.920192882	183293.0192817	271368.602570146	203360.979631543	187042.815145105	300929.486565292	393244.283087552	344826.501095667	323557.033250108
"ITPR1-AS1"	44595.4582421109	70685.7674056664	81509.4065852463	24594.2824054509	154471.98394686	282216.038089246	188469.342980534	258500.856393948	144713.350292295	168007.008777931	267619.694909081	130713.660828769	372815.366112627	357941.407617182	340980.503126048	336177.932121791
"ITPR2"	26572.9072038084	3404.12196237594	96269.1525928676	83246.7577187344	230720.325233415	239896.827237681	285613.903123885	117316.49809517	257674.40344207	195976.67530179	199040.775932372	176127.820415422	317242.027632892	372299.764491618	345666.571403854	363150.241575204
"ITPR3"	32769.4058185443	55819.3800970912	71398.6364658922	68636.2225329503	195588.146569207	175870.936596766	106471.933424473	181396.523816511	193323.265761137	207409.104332328	252556.360978633	252647.680742666	386774.074775167	382026.5120361	386510.811257176	328388.718958013
"ITPRIP"	8950.08768420666	31357.1916194633	15578.0348228291	14604.9498114735	197726.181754842	202035.255869851	145328.922243789	253134.446032345	229319.15903464	184018.049528822	162158.43600221	103924.632957205	314901.641081087	383629.888412543	345050.798659213	323652.382893488
"ITPRIPL1"	44493.1755075231	19689.6267822012	91512.5781903043	26969.0844928846	143850.080436096	142198.750562966	161872.921139002	199407.164519653	257053.837459534	156765.241688117	131842.375267297	172905.089845881	356004.321039654	341463.931836188	304067.355347797	301829.304196872
"ITPRIPL2"	45968.4064378962	37142.5962774083	89806.4816137776	56683.534453623	234349.223598838	231574.476137757	203242.635540664	102466.631075367	157950.235111639	284773.013321683	298880.978114903	288073.362177238	324396.587279625	329399.166046642	334378.159558401	300484.333606437
"ITSN1"	2065.08166156709	58567.6973452792	74861.6267228499	22686.7017801851	193677.52992548	295552.933728322	104412.891156971	238568.182382733	134694.812446833	299616.610445082	118091.670703143	113813.81303072	372868.383931927	322547.607007436	354987.106495537	328304.607630707
"ITSN2"	48767.557926476	42744.9693437666	56623.8138824701	6465.02648014575	156823.526183143	100809.095567092	237092.497618869	161095.175985247	222145.752375945	208960.305014625	133434.829022735	228842.881368473	379561.344371177	360580.964619294	307647.471548989	394661.206752062
"IVD"	74634.4462735578	81258.0375466496	10199.6003417298	3316.29568245262	168374.157184735	224102.636845782	110355.706745759	254606.734402478	197149.359807372	107590.862130746	193581.992620602	207051.304355264	389749.413123354	388701.129658148	368869.680329226	379690.927499905
"IVL"	67992.4824042246	8054.06516883522	1214.7506698966	5015.48792235553	299639.233062044	268988.214619458	189684.476330876	253184.272814542	141489.847004414	293102.677585557	139879.759866744	222162.150638178	333288.970869035	354923.271760345	327350.221946836	333422.133373097
"IVNS1ABP"	13998.8130191341	9719.80029717088	13802.5612104684	63962.5550247729	134909.538784996	236904.407851398	291240.024380386	194803.926534951	114576.227637008	194492.055894807	179438.626486808	256523.633562028	369254.64658998	318721.626093611	397623.054613359	382300.21672789
"IWS1"	53523.8036420196	8535.56299116462	85194.6973940358	62329.1521100327	251378.755737096	222790.548065677	262437.844322994	110469.003999606	273942.067567259	210242.581646889	170791.446371004	211710.490705445	340422.344603576	371751.45142246	382483.58280398	369185.414840467
"IYD"	13442.0840302482	47667.2474993393	20173.8300267607	36134.9759856239	298728.585988283	202204.284258187	156021.06237784	186681.48345314	285277.29222551	215463.749505579	130811.535380781	254641.824960709	300601.990846917	323566.843895242	389091.849536635	395116.102392785
"IZUMO1"	68234.2667132616	41493.6734363437	23686.0912526026	53394.3094313145	162305.838195607	101025.38545616	107997.434167191	149492.904916406	102857.345808297	292149.995965883	218419.1823937	217221.066122875	315497.104288079	368183.959298767	397945.416043513	381130.805937573
"IZUMO2"	36529.8578515649	54781.8851657212	86354.6509295702	77466.3446936756	109043.780015782	263126.104185358	212973.41119498	179411.948425695	199547.835392877	189115.333044901	107708.12118426	164895.150577649	363768.86786893	316548.956464976	316312.227561139	335729.617183097
"IZUMO3"	93341.8954722583	56469.2975254729	83751.4103157446	86504.3549332768	113769.2773249	241709.612915292	208720.532432199	299246.467929333	289717.243053019	206186.424661428	221716.766804457	219042.684230953	334973.699902184	347394.075244665	308725.885977037	360127.883800305
"IZUMO4"	53458.8149748743	47831.8050038069	2598.97459764034	23167.5866991282	107024.507177994	215713.591547683	250139.593565837	297746.855393052	123840.20187892	278878.637077287	224682.756373659	146199.325704947	359318.739082664	305901.159252971	352118.386677466	329826.367902569
"JADE1"	35449.4819883257	8021.52475807816	94574.6438810602	43297.5249830633	286332.964990288	133004.936669022	109163.369378075	273786.636581644	110215.76076746	192373.471474275	214121.820498258	122528.510354459	368580.449512228	359070.821246132	317001.292319037	316559.17451717
"JADE2"	50520.1157648116	91332.7243411914	71568.2728216052	34474.2493936792	265651.040012017	262457.220302895	119164.64981623	129519.602376968	285094.479564577	279216.338973492	255966.112716123	187620.05995959	381346.876942553	360012.362711132	392011.901573278	303395.108017139
"JADE3"	49346.6135812923	26949.3287662044	77995.6902144477	14885.3992344812	160597.652522847	286418.575234711	104431.406687945	222530.393488705	152017.047861591	240710.57876572	122690.424369648	136327.139101923	341417.733882554	380630.9111882	376144.101005048	323031.478049234
"JAG1"	91052.2403893992	84829.554753378	19942.65797548	4109.79022271931	254712.847108021	105304.637178779	136152.62452513	265665.402077138	293990.79978466	231798.139633611	120419.66249235	210111.414501444	302899.322938174	390526.061947457	337995.921075344	367388.276406564
"JAG2"	39921.1187381297	9948.3452970162	32125.9084157646	34781.9557646289	238966.709375381	205269.193416461	218775.842571631	116576.211061329	182595.787523314	130111.558921635	230129.597196355	168207.248905674	371337.799541652	353419.525362551	395963.375689462	335088.939778507
"JAGN1"	13142.9405417293	71889.3483979627	13452.7373826131	80067.4598664045	225739.723769948	270998.713653535	214977.400377393	119955.796794966	201734.049338847	173285.021726042	101493.687089533	176899.499585852	336634.440533817	309487.870871089	307325.28634835	369822.643976659
"JAK1"	19626.3347519562	11353.651387617	51336.1228862777	96943.4284139425	174234.967725351	202426.866907626	297252.431511879	253315.799450502	118978.248583153	228659.54306908	256605.566805229	209449.721500278	361221.599322744	327012.896677479	310318.67437996	344912.608107552
"JAK2"	57718.2803070173	74509.9817635491	99009.0872859582	55584.1102963313	297800.393216312	283005.090430379	218871.365953237	197146.944655105	272737.9581891	241569.895949215	127025.319915265	296753.150038421	339089.349866845	367540.575447492	391313.902498223	350003.987317905
"JAK3"	10159.3022700399	33121.4319681749	66522.0417547971	41295.9153065458	184333.801176399	248146.0057199	145067.192940041	154370.49055472	151591.267436743	229791.041603312	200199.932046235	256888.590939343	382279.052305967	371481.086360291	323417.871329002	362265.144567937
"JAKMIP1"	44614.7126844153	83658.8659556583	22699.4487456977	63479.9372870475	271994.426567107	155924.712074921	260030.354373157	146698.98506254	276572.851883247	267328.509455547	225137.558113784	290937.459142879	305989.209702238	357345.879566856	307171.172904782	397859.297506511
"JAKMIP2"	18842.0662190765	32520.4999418929	46667.3811431974	90243.8094606623	268817.065050825	223495.933040977	190207.39546977	162992.487242445	174120.491743088	289190.686540678	209526.118496433	297465.154668316	313370.840949938	311953.486176208	347371.321241371	341681.154328398
"JAKMIP2-AS1"	29263.2821248844	26267.3320015892	66887.2299604118	36594.079202041	121949.725970626	108549.253828824	120387.494750321	170821.436401457	130231.757694855	158397.303428501	180122.42433615	273621.852975339	378015.324147418	374884.772696532	327646.285644732	317933.171335608
"JAKMIP3"	52459.9969852716	50829.0684781969	42532.0914480835	49597.4764926359	143068.965664133	116150.81448108	175532.40773268	264143.566275015	284481.864748523	271019.896445796	110714.250290766	108557.755686343	399649.217235856	341379.236779176	354910.369263962	304185.778577812
"JAM2"	68435.1777657866	10985.9014861286	77974.8520581052	39128.9740800858	282573.837647215	257113.890722394	241377.216018736	133129.050582647	145697.182463482	294710.038648918	156385.074136779	195952.213136479	331429.575080983	304956.603934988	385591.505048797	399667.877773754
"JAM3"	16658.9245200157	80510.0487079471	25045.1372936368	18436.3786596805	100751.151237637	279099.992942065	291299.257706851	299445.712380111	256510.742940009	150824.95813258	161004.711408168	272907.397290692	370053.080865182	327435.79314556	377292.894828133	329389.831237495
"JARID2"	59583.3632396534	79348.5341826454	27059.7377326339	64132.9790465534	278293.822240084	100526.651646942	280153.961014003	130685.946764424	233459.529932588	224571.750080213	192147.424630821	199843.540554866	382357.676280662	377321.189222857	318048.878922127	350899.34472926
"JARID2-AS1"	59468.7163596973	91612.8979530185	91195.5537972972	44774.1691488773	111460.264306515	231116.171600297	144659.006549045	165468.091005459	271828.514849767	200091.23198688	294557.369314134	162144.087441266	305655.87952733	300675.490847789	325996.325863525	307858.35753195
"JAZF1"	27735.2358447388	13520.3996207565	15829.9133414403	13821.5738814324	264570.809202269	148798.545263708	293303.530942649	143700.889823958	162057.425593957	129473.012406379	286872.034613043	256843.186356127	399609.107989818	356934.997299686	350684.868427925	328017.558576539
"JAZF1-AS1"	9102.67427098006	97104.4518519193	22553.6612793803	20315.2571571991	237534.589786083	250207.232311368	299709.281697869	224925.78481324	140163.134131581	260505.666444078	287308.926647529	281805.749610066	380088.974465616	309961.077501066	367849.216749892	393417.763570324
"JDP2"	15021.4231805876	65437.0981501415	41073.4585020691	52863.1558641791	269981.031445786	250177.319953218	187910.119537264	241684.795496985	127492.13622883	136414.843192324	279245.746321976	207758.470438421	368648.87655247	319834.850239567	342741.449270397	347457.848745398
"JHDM1D-AS1"	21352.2958336398	88941.0474803299	75453.6852240562	83300.9464899078	273401.062190533	265523.270377889	195806.104131043	215821.925504133	166747.72859551	190570.724615827	138813.015678898	192859.175102785	343812.779826112	300658.321008086	358220.915077254	328005.635575391
"JKAMP"	21532.9647762701	33212.3301690444	96697.1427667886	82602.6695547625	201389.218494296	274396.013142541	140141.122741625	151323.758298531	281981.877610087	287847.145786509	174039.796367288	239345.671236515	359160.008071922	320953.459944576	371466.331952251	370836.68706473
"JMJD1C"	519.72724031657	81683.7049787864	83229.3645245954	59650.1008840278	105898.418696597	254334.550118074	162653.312785551	259753.364091739	273313.689278439	196800.257777795	182329.136738554	187084.557767957	353562.439442612	335073.586250655	329044.986097142	334665.81159737
"JMJD1C-AS1"	5944.30186320096	11855.4235901684	91895.6002453342	18124.2570979521	237697.784416378	222579.892072827	105783.170135692	129427.630547434	270662.094000727	152160.452399403	157471.744110808	281236.217264086	341792.256361805	321290.203440003	337418.759986758	346633.084933273
"JMJD4"	23280.9702632949	5615.41353818029	22096.3589614257	82312.1808702126	141073.425300419	145037.53692843	217721.727956086	124666.699208319	249867.923650891	132039.306359366	142889.761645347	275826.421752572	393138.234945945	330891.345860437	388015.368208289	378097.749338485
"JMJD6"	33536.110050045	79028.0557936057	65239.1221607104	76216.2610189989	205199.182266369	231002.592341974	239513.99223879	139426.719816402	282346.123317257	109346.73929587	190192.882250994	127045.666007325	358747.25910835	331659.847614355	352902.828878723	380503.583257087
"JMJD7"	52889.4180664793	45933.3510603756	9854.14504539222	83625.7103830576	284176.82107538	173593.260720372	130204.559350386	297532.771993428	181160.099897534	138609.560066834	145825.884770602	226046.175416559	397017.099545337	322924.276208505	362524.411990307	330415.682401508
